   8.0773634e-02  -2.0514852e-01   5.0000000e-01
   1.3940443e-01  -1.0501898e-01   5.0000000e-01
   1.6147294e-01   1.5088866e-02   5.0000000e-01
   2.1963712e-01   1.4502741e-02   5.0000000e-01
  -1.4669355e-02  -9.7454336e-02   5.0000000e-01
   8.3977943e-02   1.0335552e-01   5.0000000e-01
  -1.7826365e-01  -6.2145546e-02   5.0000000e-01
   6.1885221e-02  -1.1993789e-01   5.0000000e-01
  -7.1232143e-03  -2.7727385e-03   5.0000000e-01
  -1.4630060e-01  -1.5014127e-02   5.0000000e-01
   3.0118373e-03   1.5167519e-01   5.0000000e-01
  -1.1901876e-02  -6.5370703e-02   5.0000000e-01
   8.1973715e-02   2.0501222e-01   5.0000000e-01
  -5.3261628e-02   1.5502922e-01   5.0000000e-01
   2.4284581e-02   4.2426060e-02   5.0000000e-01
  -1.6545507e-01   6.9045666e-02   5.0000000e-01
   8.6850073e-02   1.3608458e-01   5.0000000e-01
   3.2918993e-03  -1.4760611e-01   5.0000000e-01
   3.1544896e-02   1.6591825e-01   5.0000000e-01
  -2.2596834e-02  -1.3080594e-01   5.0000000e-01
   1.8801006e-01   5.8887673e-02   5.0000000e-01
   2.7451153e-02   2.2402141e-01   5.0000000e-01
   1.3373803e-01   3.3597362e-02   5.0000000e-01
  -6.7277792e-02  -9.2204295e-02   5.0000000e-01
  -1.1166233e-01  -1.5889633e-01   5.0000000e-01
   1.1347911e-01  -1.2237814e-01   5.0000000e-01
   1.8055368e-01  -6.4837424e-02   5.0000000e-01
   1.1270048e-01  -1.5572962e-01   5.0000000e-01
   5.3000854e-02   5.6654598e-02   5.0000000e-01
   8.4017090e-04  -1.7817448e-01   5.0000000e-01
  -8.0697940e-02   1.4199615e-01   5.0000000e-01
   2.6789701e-02   7.3710289e-02   5.0000000e-01
  -2.7047429e-02  -1.6204454e-01   5.0000000e-01
  -5.7450284e-02   6.1884678e-02   5.0000000e-01
  -1.3335775e-01   1.4494795e-01   5.0000000e-01
   5.9322043e-02  -1.5200874e-01   5.0000000e-01
   1.6279736e-01   7.8236216e-02   5.0000000e-01
  -1.1735230e-01   6.5359229e-04   5.0000000e-01
   1.6383407e-01   1.0938083e-01   5.0000000e-01
   2.1728937e-01   4.3348987e-02   5.0000000e-01
  -1.3314249e-01  -1.7844130e-01   5.0000000e-01
   1.6079503e-02  -5.1680270e-02   5.0000000e-01
  -2.1417664e-01   7.0385885e-02   5.0000000e-01
  -2.4867752e-02   2.2447136e-01   5.0000000e-01
   1.7088454e-01  -9.3157852e-02   5.0000000e-01
  -1.0756611e-01  -1.9279131e-01   5.0000000e-01
   1.1713899e-01  -8.9083830e-02   5.0000000e-01
   2.1745111e-01  -4.0874196e-02   5.0000000e-01
   2.0104961e-01  -9.2754032e-02   5.0000000e-01
