  -4.7629688e-03  -2.0912142e-01   5.0000000e-01
   1.4298363e-01  -1.5889183e-01   5.0000000e-01
  -5.0685003e-02   1.2535600e-01   5.0000000e-01
  -5.1820343e-02  -2.0145937e-01   5.0000000e-01
   9.9635268e-02   3.2518359e-02   5.0000000e-01
   7.2361997e-02   1.0519462e-01   5.0000000e-01
  -1.0042406e-01  -1.3989955e-01   5.0000000e-01
  -2.3708536e-02  -9.2771593e-04   5.0000000e-01
  -6.9493944e-02   2.0100557e-01   5.0000000e-01
  -5.8500241e-03   7.5111411e-02   5.0000000e-01
   5.7955598e-03  -8.8005132e-02   5.0000000e-01
   5.6800682e-02   2.0140307e-02   5.0000000e-01
   6.3177861e-02   6.1074556e-02   5.0000000e-01
   2.7198034e-02  -1.2663748e-01   5.0000000e-01
   3.4464821e-02   1.3168875e-01   5.0000000e-01
   1.6210665e-02  -4.4557879e-03   5.0000000e-01
   1.0245580e-01  -1.5949978e-01   5.0000000e-01
  -8.6033684e-02   9.7222583e-02   5.0000000e-01
  -6.6561090e-02  -1.1037802e-01   5.0000000e-01
  -1.2331655e-01  -5.2326244e-02   5.0000000e-01
   3.0138994e-02  -5.1651652e-02   5.0000000e-01
  -4.4194539e-02   8.4337547e-02   5.0000000e-01
   3.0878791e-02   8.8646231e-02   5.0000000e-01
  -3.7151791e-02  -7.8795077e-02   5.0000000e-01
   1.6743240e-01  -1.2429307e-01   5.0000000e-01
   1.0745821e-02   2.0767406e-01   5.0000000e-01
  -1.9675168e-01   7.7856957e-02   5.0000000e-01
   4.1318190e-02  -2.0573224e-01   5.0000000e-01
   1.8923203e-01   9.8695370e-02   5.0000000e-01
   1.7276986e-01   1.1671081e-02   5.0000000e-01
   5.7292205e-02  -1.6184493e-01   5.0000000e-01
  -8.0761920e-02  -6.6272212e-02   5.0000000e-01
   8.7994562e-02   1.9017805e-01   5.0000000e-01
  -1.8236250e-01   1.0545813e-03   5.0000000e-01
  -9.4867336e-02  -2.1027516e-02   5.0000000e-01
   1.8445724e-01   5.7615987e-02   5.0000000e-01
   8.4289121e-02  -1.9593504e-01   5.0000000e-01
   2.1228998e-01   2.6681742e-02   5.0000000e-01
  -6.0343240e-02  -1.5459815e-01   5.0000000e-01
  -1.5655544e-01   7.8183112e-02   5.0000000e-01
   1.6449413e-01  -3.4803018e-02   5.0000000e-01
  -1.0902012e-01   2.2918252e-02   5.0000000e-01
   5.1311169e-02   2.0898130e-01   5.0000000e-01
  -9.2563002e-02   1.4213716e-01   5.0000000e-01
  -2.1610735e-02  -1.2412380e-01   5.0000000e-01
  -1.6681851e-01  -4.1026686e-02   5.0000000e-01
  -1.0079980e-02  -4.3532425e-02   5.0000000e-01
   1.4159266e-01   4.4755433e-02   5.0000000e-01
   2.0818243e-01  -1.5780105e-02   5.0000000e-01
  -1.9753638e-01  -7.2387484e-02   5.0000000e-01
   2.0277247e-01  -5.5356890e-02   5.0000000e-01
   7.9625340e-02   1.4797192e-01   5.0000000e-01
   1.0626521e-01   7.5769083e-02   5.0000000e-01
   1.8572644e-02   4.1099771e-02   5.0000000e-01
  -1.5285602e-01  -8.3061136e-02   5.0000000e-01
  -5.2534888e-02  -3.4183960e-02   5.0000000e-01
   7.6816762e-02  -5.2677945e-02   5.0000000e-01
  -2.1031829e-01  -3.0164813e-02   5.0000000e-01
  -1.5495924e-01   3.5368607e-02   5.0000000e-01
  -1.1105074e-01  -9.7287990e-02   5.0000000e-01
   1.6411790e-02  -1.6866601e-01   5.0000000e-01
   1.4813617e-01   8.8657154e-02   5.0000000e-01
   1.0069774e-01  -8.5485811e-02   5.0000000e-01
   4.0904251e-02   1.7142173e-01   5.0000000e-01
  -1.3839968e-01  -8.2224884e-03   5.0000000e-01
  -2.8522289e-02   2.0567678e-01   5.0000000e-01
  -5.0074379e-02   1.6498847e-01   5.0000000e-01
  -1.3318282e-01  -1.6720239e-01   5.0000000e-01
   1.5897873e-01   1.3343785e-01   5.0000000e-01
  -7.8187498e-03   1.1832744e-01   5.0000000e-01
  -4.3246935e-03   1.6355674e-01   5.0000000e-01
   1.2458464e-01   1.6462881e-01   5.0000000e-01
  -1.0596608e-01   1.8215497e-01   5.0000000e-01
   1.3321269e-01  -4.0424768e-04   5.0000000e-01
  -2.0557511e-01   3.5584799e-02   5.0000000e-01
  -6.5259257e-02   1.0535769e-02   5.0000000e-01
   1.1551741e-01   1.2033120e-01   5.0000000e-01
   9.2866013e-02  -1.0190126e-02   5.0000000e-01
  -1.2708265e-01   1.1124438e-01   5.0000000e-01
   7.6306685e-02  -1.2350092e-01   5.0000000e-01
  -1.4466582e-01  -1.2817832e-01   5.0000000e-01
  -1.3968436e-01   1.5307979e-01   5.0000000e-01
   1.4776224e-01  -8.0077597e-02   5.0000000e-01
   5.2315396e-02  -8.9145083e-02   5.0000000e-01
  -2.9779379e-02   4.0297267e-02   5.0000000e-01
